headline_quote,best_body_sentence,best_body_quote,label,best_quote_sim,best_sim,quote_len,ctx_len,n_votes,majority_pred,easy_correct,easy_wrong,hard
['정년 60세법 대비 미흡'],"정년 60세 도입 시기에 대해서는 이미 정년 60세 이상이라는 응답이 40.6%였고, 법 시행 전 60세 이상으로 연장할 계획이라는 답도 10.7%에 달했습니다.",정년 60세 시대 연착륙을 위해 기업들이 인력 과부족 인건비 증가 규모 등을 살펴볼 필요가 있다,1,0.462557315826416,0.1307254433631897,4,48,5,1,False,False,True
['4월 최고 IT제품 5개가 한국산'],유회경기자 yoology@,"삼성전자 전자 팬

택앤큐리텔 등 빅 3와 중소업체 그리고 외국업체들이 격전을 치

르고 있는 한국 휴대전화 시장의 특성을 반영한 것",1,0.6071205735206604,0.4851508438587188,5,49,4,1,False,False,True
['무능력자 신용카드 사용은 사기'],"이들 재판부는 ""신용카드 사용은 카드회원이 카드사에 대금을 성실히 갚을 것을 전제로 하는 것""이라며 ""일시적 자금 궁색 등의 이유가 아닌, 과다한 채무 누적으로 카드빚을 갚을 의사나 능력이 없는 상황에서 카드를 사용했다면 사기죄의 기망(欺罔.속임) 또는 편취의 범의를 인정할 수 있다""고 밝혔다.",일시적 자금 궁색 등의 이유가 아닌 과다한 채무 누적으로 카드빚을 갚을 의사나 능력이 없는 상황에서 카드를 사용했다면 사기죄의 기망 欺罔 속임 또는 편취의 범의를 인정할 수 있다,0,0.8373126983642578,0.4125835597515106,4,106,6,1,False,True,False
['삼겹살 데이를 아시나요'],"홈플러스 정육담당 바이어인 윤서진 과장은 ""예년에는 삼겹살 데이 행사를 3월3일 하루만 진행했으나 올해는 연휴를 맞아 나들이를 즐기려는 고객들을 배려해 행사 시작일을 앞당겼다""고 말했다.",예년에는 삼겹살 데이 행사를 3월3일 하루만 진행했으나 올해는 연휴를 맞아 나들이를 즐기려는 고객들을 배려해 행사 시작일을 앞당겼다,1,0.6258655190467834,0.5911930203437805,3,47,4,1,False,False,True
['국내 아파트 가격 일본의 버블 붕괴 직전 수준'],"특히 물가 대비 아파트 가격 상승 정도가 이미 미국과 일본의 부동산 경기 정점 수준을 넘어섰고 가구 소득 대비 주택가격 또한 미국, 일본과 비교해 높은 것으로 나타났다.",주택가격의 하락 압력이 있으나 명목가격의 급락은 부동산 비중이 높은 우리나라 가구의 자산구조상 큰 충격이 있을 수 있다,1,0.587031900882721,0.5155109167098999,8,75,6,1,True,False,False
['내 주식 어떻게 해야하나요'],"고창길 대신증권 강남지점 부장은 ""직원들이 고객관리에 힘들어하고 있지만 아직 동요하는 것은 아니다""며 ""그러나 `진작에 팔았어야 하는 것 아니냐`, `언제 팔아야 하느냐` 등의 문의를 받으면 고객들에게 저가 매수라는 역발상의 기회라고 설득하고 있다""고 귀띔하기도했다.",주식에 대해 전반적으로 회의적인 분위기가 확산되면서 현재 우량주 보유 고객들도 우선은 손절매를 생각하는 것 같다,1,0.5542684197425842,0.5489170551300049,4,44,5,1,False,False,True
['석촌호수에 비가 올 때 여기는 눈 온다'],한 공사 관계자는 “석촌호수에 비가 올 때 여기는 눈이 온다”고 전했다.,석촌호수에 비가 올 때 여기는 눈이 온다,0,0.999530553817749,0.8152819275856018,7,27,0,0,True,False,False
['주담대 1분기 10조 증가… 12~13년 연간 증가치 육박'],"rckye@ [© 뉴스1코리아( news1.kr ), 무단 전재 및 재배포 금지] [© 뉴스1코리아( news1.kr news1.kr), 무단 전재 및 재배포 금지]",가계대출은 저금리 및 주택거래 호조 등으로 전월보다 증가 규모가 확대됐다,1,0.4514839649200439,0.5289843082427979,8,30,4,1,False,False,True
['너무 흡사해요!'],내부도 너무 유사해 혼돈을 일으킬 소지가 크다.,이번 도도클럽의 모방은 가볍게 넘길 수 없는 사안,1,0.4660108089447021,0.5416306853294373,2,34,3,1,False,False,True
['농수산물 내주고 상품 투자 얻었다'],이번 FTA는 예상대로 베트남 상품과 투자시장을 얻은 대신 우리 농산물·수산물 시장을 내줘 이 부분의 피해가 불가피 보인다.,한 베트남 는 상생형 친중소기업형 가 될 것,1,0.3277729749679565,0.464132010936737,5,44,5,1,False,False,True
"[""집을 안 사는 게 아닌 '못 사는' 거에요""]",다만 재테크가 아닌 주택정비사업 측면에서 재건축 사업을 추진해야 한다고 부연하고 있습니다.,오래 전부터 실거주 목적으로 거주하고 있는 이들도 적지 않다 국민들이 녹물 마시고 불 나도 제대로 소방차가 진입하지 못하는 곳에 살고 있는데 일부 투기꾼 때문에 재건축 허가를 내주지 않는 게 말이 되냐,1,0.5802448391914368,0.6015496253967285,8,54,3,1,False,False,True
['경기회복 체감할 때까지 확장적 재정 운용'],우선 최 부총리는 최근 우리 경제가 완만히 개선되는 모습을 보이고 있다고 진단했다.,경기회복 체감할 때까지 재정정책을 확장적으로 운용할 것,0,0.913342833518982,0.394638180732727,6,46,0,0,True,False,False
['서민 주머니 털어 세수확충 한다고?'],그 눈속임을 모를 줄 알고...,서민들의 주머니를 털어 세수를 확충하려 한다,1,0.7322953939437866,0.6242244243621826,5,25,2,0,False,False,True
['현대 기아차 파업에 줄도산 위기'],이데일리ⓒ 1등 경제정보 멀티미디어.,현대 기아차 노조의 요구사항은 대기업 노조의 배부른 파업,1,0.8590832948684692,0.6241199970245361,5,26,6,1,True,False,False
['송파 집값 오르면 강남은 뛴다'],"""송파 오르고나면 주변지역인 대치 등 오를 것""..관망세 극심 ""송파 오르고나면 주변지역인 대치 등 오를 것""..관망세 극심 박금영 산업은행 도곡지점 PB팀장은 8.31대책 이후에 오히려 부동산에 대해 관심을 가지고 사람들이 더 찾아보기 힘들어졌다며 전체적으로 시장이 움직이지 않고 있는 상태라는 설명이다.",송파지역이 오를대로 오르고나면 다른 강남권도 같이 오를수 있다고 생각하는 고객들이 꽤있다,1,0.7688922882080078,0.634036660194397,5,58,3,1,False,False,True
['주5일제는 꿈도 못꿔'],주 5일제 근무는 먼 나라 얘기일 뿐이다.,하지만 요즘은 구직자가 넘쳐나 60세 넘으면 권고퇴직까지 당하는 분위기여서 불만이 있더라도 드러내놓고 말할 수도 없다,1,0.3369074463844299,0.5028325319290161,3,23,4,1,False,False,True
['주식·부동산 호황이라는데'],"한편, 결제수단으로서의 카드 사용률은 훨씬 높아졌다.",자산시장 회복이 실물경기 개선에 미치는 효과가 아직 미약하다,1,0.3958351016044616,0.126980185508728,2,46,6,1,True,False,False
['해외 노다지 캐라'],특히 이번 방문이 서울 주요 20개국(G20) 정상회의를 앞두고 이뤄진다는 점에서 자원외교 성과에 대한 기대감이 어느 때보다 높다.,한국은 서울 20 정상회의에서 성공적인 개발경험의 대변자이자 의장국으로서 개발 의제에 대한 아프리카의 입장이 반영되도록 최선을 다하겠다,1,0.2439483553171157,0.3350264728069305,3,40,6,1,True,False,False
['지금은 폭풍전 고요'],미국발(發) 금리인상이 신흥시장에 충격파를 몰고 올 것이란 전망이다.,금융시장에 불안한 정적 이 흐르고 있다,1,0.3994756042957306,0.4514918923377991,3,60,3,1,False,False,True
['청탁·압력 없었다'],"박 사무처장은 최근 본보 기자와 만나 “아들이 입사지원서에 부모 직업 항목이 있다기에 솔직하게 쓰라고 했던 만큼 CJ그룹 측에서 내 아들임을 알 수는 있었을 것”이라며 “그러나 온미디어 인수 건은 공정위 전원회의 결정사항으로, CJ 측에서 청탁한 일도 없었고 내가 별도로 지시한 사항도 없다”고 해명했다.",그러나 온미디어 인수 건은 공정위 전원회의 결정사항으로 측에서 청탁한 일도 없었고 내가 별도로 지시한 사항도 없다,0,0.3741655647754669,0.2849240303039551,2,75,1,0,False,False,True
['부동산값 심상찮다'],"그는 추가 대책과 관련해 “후분양제와 공영택지 내 공영개발, 분양원가 공개 등을 검토 중”이라고 강조했다.",후분양제와 공영택지 내 공영개발 분양원가 공개 등을 검토 중,1,0.4176583886146545,0.3722337484359741,2,59,6,1,True,False,False
['사는 집 아니면 다 파는 ‘척’ 하시라'],이제 이 말은 “사는 집 아니면 다 파는 척(?)이라도 하시라”로 들릴 것 같다.,사는 집 아니면 다 파는 척 이라도 하시라,0,0.9896316528320312,0.8947820663452148,7,25,4,1,False,False,True
"['한국, 심각한 물가 문제 직면할수도']","UBS 웰스매니지먼트의 이코노미스트인 토마스 캐기는 ""미국발 금융위기 이후 단 한차례도 금리를 올리지 않은 한국의 경우 심각한 물가 문제에 봉착할 것으로 보인다""고 경고했다.",미국발 금융위기 이후 단 한차례도 금리를 올리지 않은 한국의 경우 심각한 물가 문제에 봉착할 것으로 보인다,0,0.8380367755889893,0.6544952392578125,5,45,1,0,False,False,True
['정태수 父子 분식회계 책임 70%'],"// flash 오류를 우회하기 위한 함수 추가 function _flash_removeCallback() {} 정태수 전 한보그룹 총회장 정태수 전 한보그룹 총회장 정태수 전 한보그룹 총회장 정태수 전 한보그룹 총회장법원 ""허위재무제표 믿은 대출은행 등에 배상하라"" (서울=연합뉴스) 심규석 기자 = 서울중앙지법 민사합의31부(이홍철 부장판사)는 31일 제일은행 등 3개 금융사가 ""허위 재무제표를 믿고 대출해줬다 손해를 봤다""며 정태수 전 한보그룹 회장 부자 등을 상대로 낸 손해배상 청구소송에서 ""피고들은 원고들이 입은 손해의 70%에 대한 책임이 있다""고 원고 일부승소 판결했다.",피고들은 제일은행에 2천168억여원 서울보증보험에 681억여원 한국산업증권에 144억여원을 지급할 의무가 있지만 원고들이 구하는 바에 따라 제일은행과 서울보증보험에 각각 10억원 한국산업증권에 5억원을 지급하라,0,0.4403867125511169,0.627028226852417,5,90,5,1,False,False,True
['한 번 충전해 500km 달리는 車배터리 연내 세계 첫 개발'],// flash 오류를 우회하기 위한 함수 추가 function _flash_removeCallback() {} 김준 SK이노 사장 성장전략 밝혀 2021년부터 상용화 자신감… 생산규모도 20배 넘게 확대 세계 3위 기업으로 도약 의지 ESS 사업에도 본격 진출 선언 김준 SK이노 사장 성장전략 밝혀 2021년부터 상용화 자신감… 생산규모도 20배 넘게 확대 세계 3위 기업으로 도약 의지 ESS 사업에도 본격 진출 선언 SK이노베이션이 올해 안에 한 번 충전하면 최장 500km까지 안정적으로 주행할 수 있는 고성능 전기차 배터리를 세계 최초로 개발해 이르면 2021년부터 상용화하겠다는 포부를 밝혔다.,최근 완성차 업체들의 구매 물량이 커지면서 완성차 생산 공장 주변에 배터리 공장을 짓는 조건으로 배터리를 구매하고 있다,1,0.5651324987411499,0.5120399594306946,10,86,2,0,False,False,True
"['연준, 준비됐다! 금리 올려라']","이제 때를 정해야 한다""고 말했다.",금리 인상은 언젠가는 이뤄져야 할 것으로 모두가 그래야만 한다는 것을 알고 있다 이제 때를 정해야 한다,1,0.6660603284835815,0.6088460683822632,4,40,6,1,True,False,False
['체감경기 회복에 시간 필요 필요하다'],"재정경제부는 최근의 경기동향을 담은 '그린북'에서 ""심리지표의 개선이 아직은 실물지표에 반영되지 않고 있다""며 “체감경기 회복까지는 시간이 필요할 것""이라고 밝혔다.",체감경기 회복까지는 시간이 필요할 것,0,0.9660561680793762,0.61961430311203,5,56,1,0,False,False,True
['올해 1분기 더 힘들다'],// flash 오류를 우회하기 위한 함수 추가 function _flash_removeCallback() {} [한국경제TV 임원식 기자] [한국경제TV 임원식 기자] 지난해에 이어 올해에도 국내 제조기업들은 경기가 더 나빠질 것으로 내다봤습니다.,기업들이 사업 갈피를 잡기 어려운 상황,1,0.4079043269157409,0.2526799142360687,4,39,3,1,False,False,True
['中 무역·환율 관행에 美 일자리 240만개 상실'],▶ (머니마켓) 성공투자의 지름길 '오늘의 추천주' ▶ (머니마켓) 돈이되는 증권정보 '재야고수 따라잡기' 조철희기자 samsara@,중국이 위안화 가치를 최소 퍼센트 절상하고 무역을 왜곡하는 다른 요인들을 제거하지 않는 한 미국의 무역 적자와 실업률이 가파르게 커질 것,1,0.7563354969024658,0.8712289333343506,7,43,4,1,False,False,True
['美 금리인상 끝이 보인다'],결국 FRB의 금리인상 행진이 막바지에 이르렀음이 확인된 셈이다.,회의록이 달러화 비관론에 불을 지폈다,1,0.6248862743377686,0.6854472756385803,4,39,1,0,False,False,True
"['호주 주식·부동산에 거품, 6개월 내 폭발 가능성']",// flash 오류를 우회하기 위한 함수 추가 function _flash_removeCallback() {} (시드니=연합뉴스) 김기성 특파원 = 호주의 주식과 부동산 시장에 거품이 끼었으며 이르면 6개월 이내에 거품이 폭발한 가능성이 있다는 경고가 나왔다.,주식시장은 결코 다수가 이길 수 있는 공간이 아니다,1,0.3716297447681427,0.1366153806447982,7,48,6,1,True,False,False
"['유럽, 재정위기 불안 진정 못 시켜']",시노하라 나오유키 IMF 부총재 등은 14일 블룸버그통신과의 인터뷰에서 유럽발 불안이 세계 경제 전망을 악화시키고 있다며 이 같이 밝혔다.,재정적자를 줄이는 것도 중요하지만 실업률 등 구조적인 문제에도 신경을 써야 한다,1,0.4405993223190307,0.7154397368431091,6,41,4,1,False,False,True
['1분기 성장율 4% 근접'],"[edaily 최한나기자] 이승우 재정경제부 경제정책국장은 22일 ""유가가 고공행진을 계속하고 있지만 환율 절상에 따른 상쇄 효과와 우리 기업의 수출경쟁력 강화 등으로 우리 경제에 미치는 영향은 전보다 훨씬 덜하다""며 ""올 1분기 경제성장율은 4%에 근접할 것으로 예상된다""고 말했다.",올 1분기 경제성장율은 4 퍼센트 에 근접할 것으로 예상된다,0,0.9038333892822266,0.6934430599212646,4,67,2,0,False,False,True
['전세계 성장률 조만간 상향할 것'],"스트로스-칸 총재는 ""남미와 아프리카 이머징국가와 개발도상국의 빠른 경제 성장에 힘입어 세계 경제는 당초 예상보다 빠르게 회복되고 있다""고 진단했다.",남미와 아프리카 이머징국가와 개발도상국의 빠른 경제 성장에 힘입어 세계 경제는 당초 예상보다 빠르게 회복되고 있다,1,0.7032201886177063,0.534725546836853,5,53,4,1,False,False,True
['빨간불'],"yjm9814@ [© 뉴스1코리아( news1.kr ), 무단 전재 및 재배포 금지] [© 뉴스1코리아( news1.kr news1.kr), 무단 전재 및 재배포 금지]",최근 내수 및 설비투자가 다소 개선될 것이라는 기대감에 지수가 전분기 대비 상승했지만 지역 경기불황 지속과 소비심리 하락 등으로 경기회복의 모멘텀이 미약했기 때문에 기준치를 넘지 못한 것으로 분석된다,1,0.0881579369306564,0.4326019883155823,1,49,6,1,True,False,False
['소비회복과 수출호조로 경기회복 지속중'],(서울=연합뉴스) 황정우 기자 = 한국개발연구원(KDI)은 최근 우리 경제가 소비회복과 수출 호조로 경기회복을 지속하는 모습을 보이고 있다고 진단했다.,우리 경제는 수출 호조가 유지되는 가운데 소비회복세가 확대됨에 따라 경기회복이 가속화하는 모습,0,0.9257758855819702,0.3626537919044494,4,36,0,0,True,False,False
['공공기관 고용률 기관평가에 반영'],백재현 민주당(경기 광명갑) 의원은 청년실업난이 사회적문제로 대두되는 가운데 이 같은 내용을 담은 '정무업무평가 기본법 개정안'을 발의했습니다.,중앙행정기관과 지방자치단체 산하 소속기관 공공기관의 업무를 평가하여 그 결과에 따라 예산 인사 반영 시정조치와 감사를 하도록 하는 정무업무평가 기본법 의 평가항목에 청년 미취업자 고용실적을 포함시키도록 하는 법적인 근거를 만든 것,0,0.7738099694252014,0.2389845252037048,4,64,4,1,False,False,True
['연초랠리 가능성은 63%'],"안정진 연구원은 ""올해 연초에도 이러한 기대감이 유효할 전망""이라며 ""90년 이후 연말 랠리가 있었던 총 8번 중 1월 증시가 상승한 적은 총 5번으로 나타나 확률상 63%""라고 설명했다.",90년 이후 연말 랠리가 있었던 총 8번 중 1월 증시가 상승한 적은 총 5번으로 나타나 확률상 63 퍼센트 ,0,0.7525745034217834,0.6919172406196594,3,82,2,0,False,False,True
['올해 사업계획도 못 짰다'],응답 기업의 44.3%는 ‘사업 계획을 세우지 못했다’고 답했다.,중국 경기 둔화 전망과 함께 더딘 내수회복이 전국 체감경기 하락세의 이유,1,0.153218537569046,0.456066370010376,4,37,4,1,False,False,True
['일자리·투자 국민 기대 못미쳐'],대한상공회의소는 전국 성인남녀 1000명을 대상으로 '2018년 기업호감지수(CFI)'를 조사한 결과 기업에 대한 호감도가 53.9점으로 집계됐다고 17일 밝혔다.,우리 경제의 구조적 하락 속에 기업의 일자리 창출과 투자가 국민 기대에 다소 못 미쳤고 일부 경제적 이슈에 대한 기업과 이해관계자 간 갈등이 부각되면서 호감도가 소폭 하락했다,0,0.726213812828064,0.1875133961439132,4,34,0,0,True,False,False
['주말이 단기변곡점..글로벌 변수 집중'],"[이데일리 최한나 기자] 삼성증권은 2일 그리스 사태와 미국 고용지표, 중국의 양회 개막 등이 겹쳐있다며 오는 주말이 증시의 단기 변곡점이 될 가능성이 높다고 진단했다.정명지 삼성증권 애널리스트는 ""오는 5일 그리스와 독일 총리의 회담이 예정돼 있는데 독일이 구체적인 그리스 지원 대책을 내놓을 경우 글로벌 증시가 단기 반등을 모색할 가능성이 있다""며 ""이어 지난주 연기됐던 국채 발행이 성공할 경우, 그리스가 올해 발행키로 한 국채 약 400억 유로의 대부분을 해소하게 된다""고 설명했다.정 애널리스트는 ""3일 ADP 민간고용에 이어 주말께 미국의 2월 비농업부문 고용과 실업률이 발표된다""며 ""전달보다 수치는 나쁘겠지만 폭설 등 계절적 요인 때문이라는 분석이 나올 경우 시장 반응은 나쁘지 않을 수 있다""고 말했다.",어떤 조합이든 이번 주말이 단기 변곡점이 될 가능성이 크다,0,0.7258838415145874,0.2375611364841461,4,207,0,0,True,False,False
['연초 주택사업경기 불황 계속'],전월보다는 9.8포인트 떨어졌다.,2017년 하반기 이후 주택사업경기에 대한 부정적인 전망이 지속되고 있는 상황,0,0.566643238067627,0.0434540435671806,4,20,0,0,True,False,False
['환율…1100원을 앞둔 당국 움직임 주목'],"이어 ""지난주 후반에 이집트 사태에 대한 우려와 미국 실업률 약화 등으로 안전자산 선호심리가 강화되면서 미국 달러화가 큰 폭으로 반등했다""고 덧붙였다.[권한울 기자]▶ [스타의 과거 화보] 유노윤호 서현 교복사진 “풋풋해~” ▶ [모닝이슈] 친이계 회동, 개헌공론화 착수 ▶ 외교관들이 '경제열공' 하는 까닭은 바로… ▶ 성장 돌파구, 이제는 생산성이다 ▶ 이홍기, 학창시절 사고쳐 어머니 무릎 꿇은 사연에 눈물' ▶ 日방송, 카라 좌석배치도 공개…혹시 박규리 왕따?",오늘 환율은 1102 1110원 사이에서 움직일 것으로 보인다,0,0.7281553745269775,0.495476484298706,5,98,3,1,False,False,True
"[""中 지난해 '핫머니' 유입액 355억弗 추정""]",[증권방송오픈] 제대로된 기법전수!,지난해 유입된 핫머니 355억달러가 같은 기간 늘어난 외환보유액의 7 6 퍼센트 에 해당한다,0,0.8021014928817749,0.9376999139785768,6,50,2,0,False,False,True
['유가 100弗 돌파'],이란 핵 문제가 국제연합(UN) 안전보장이사회에 회부될 경우 국제유가가 배럴당 100달러를 돌파할 수 있다는 전망이 나왔다., 안보리가 이란에 대한 경제제재를 단행하고 이란이 이에 대한 보복으로 석유수출을 줄이면 국제유가는 100달러 이상으로 뛰어오를 수 있다,0,0.541506290435791,0.3924853503704071,3,55,6,1,False,True,False
['대외 불확실성 확대로 수출 부진 지속 가능성'],KDI 측은 “올 들어 중국 경제에 대한 우려가 심화하는 등 대외 불확실성이 크게 확대되면서 수출 부진이 지속할 가능성이 크다”면서 “이는 광공업 생산의 개선을 제약할 수 있다”고 우려했다.,수출 부진이 지속되고 대외 불확실성이 확대돼 회복세가 제약되고 있다,0,0.8695452213287354,0.5178244709968567,7,45,1,0,False,False,True
['상가 분양가 10% 이상은 거품'],무단 전재 및 재배포 금지 -,상가 분양가격 중 퍼센트 이상은 거품이 있다,0,0.7145600914955139,0.7195977568626404,5,20,4,1,False,False,True
['새달부터 체감경기 좋아질것'],[서울신문]이헌재 부총리 겸 재정경제부 장관은 25일 “다음달부터 건설경기가 살아나 서민들의 체감경기도 가시적인 회복세를 나타낼 것으로 기대한다.”고 밝혔다.,다음달부터 건설경기가 살아나 서민들의 체감경기도 가시적인 회복세를 나타낼 것으로 기대한다 ,0,0.7219405770301819,0.4405112862586975,3,37,1,0,False,False,True
['부동산 투기는 막고 주택경기 살릴 것'],"""금통위 금리결정 경기확장정책 지지쪽으로"" (서울=연합뉴스) 이 율 기자 = 한덕수 경제부총리 겸 재정경제부 장관은 29일 ""부동산 투기는 막으면서 주택경기 활성화에 우선순위를 두는 정책을 이어갈 것""이라고 말했다.",부동산 투기는 막으면서 주택경기 활성화에 우선순위를 두는 정책을 이어갈 것,0,0.8653563857078552,0.5124338269233704,6,61,1,0,False,False,True
"['한국경제, 낙관할 수 있는 상황']","또 ""문화산업과 창업 등 과거에 상상하지 못한 분야에서 유연성을 발휘하며 기대했던 수준 이상의 성적을 보여주고 있다""며 ""한국에는 유연성이 존재한다""고 긍정적으로 평가했습니다.",한국에는 유연성이 존재한다,1,0.7204867601394653,0.4288110733032226,5,71,6,1,True,False,False
"['소비 회복세, 2분기에도 이어질 것…월드컵 특수']",【서울=뉴시스】김정남 기자 = 올해 1분기에 이어 2분기에도 소비 회복세가 이어질 것이란 전망이 나왔다.,월드컵으로 2분기 판매를 좋게 보는 유통업체들이 늘고 있고 대형마트의 가격경쟁이 고객들을 불러 모으고 있다,1,0.6102423667907715,0.5115906596183777,6,39,2,0,False,False,True
['중국 수요 둔화'],전월에 비해 감소폭이 크게 확대되며 유로존 경기 회복이 지연될 것이란 우려가 재점화됐다.,역대 최저수준의 실업률과 낮은 연료 가격으로 인해 내수 소비가 촉진됐으나 중국의 경제 성장 둔화와 신흥국 경제 불안으로 인해 수출품 생산이 위축됐다,1,0.6469331979751587,0.2734662294387817,3,66,6,1,True,False,False
['美 실업률 걸림돌..완만한 성장'],[아시아경제 증권방송] - 3개월 연속 100% 수익 초과 달성!,미국 경제 성장세를 방해하는 요소가 많다,0,0.6715190410614014,0.927314519882202,4,29,6,1,False,True,False
"['금리인상, 최소 2분기 지나 결정해야']","【서울=뉴시스】김은미 기자 = 한나라당 김성조 정책위의장이 30일 최근 금융권을 중심으로 돌고 있는 '금리인상설'에 대해 ""국내외 여건 고려할때 최소 2분기 지난 다음에 고려하는 것이 바람직하다""고 주장했다.",정부는 최소한 2분기까지는 경제상황을 면밀히 살핀 후 금리인상에 대한 입장을 발표하고 그 전까지 금융당국은 시장이 오해를 살만한 이야기는 자제해야 한다,0,0.7566241025924683,0.7203073501586914,5,53,3,1,False,False,True
['올해 안에 금리 인상'],[뉴욕=송현 통신원 songhyun@chosunbiz.com,경제 지표에 따라서 금리가 언제든지 인상될 수 있다는 의미,0,0.7039836645126343,0.5491329431533813,4,25,5,1,False,False,True
['그린스펀이 미국 빚더미에 앉혀'],'그린스펀은 경제를 살리는 대가로 가계와 국가를 빚더미에 올려놓았다.' 오는 31일 퇴임하는 앨런 그린스펀 연방준비제도이사회(FRB) 의장에 대해 사실상 처음으로 비판적인 평가가 나왔다.,그린스펀에 대한 진정한 평가는 부채 문제가 어떻게 진행되는지를 본 다음 이뤄져야 한다,0,0.7218841910362244,0.610356867313385,4,53,6,1,False,True,False
['50년래 최저'],"중동남자가 대시"" [ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지] MBA도 모바일로 공부한다.",성장 속도가 장기 추세선을 웃돌 것,1,0.3062535524368286,0.4317090213298797,2,74,4,1,False,False,True
"['위험자산, 본격 투자하기 위해선…유가 안정화 전제돼야']","유동완 연구원은 ""유가 안정이 글로벌 자산 반등의 충분조건은 아니지만 중요한 필요조건""이라며 ""원유 수급이 개선되지 못할 경우 글로벌 자산시장에 부담으로 작용할 것""이라고 말했다.",유가 안정이 글로벌 자산 반등의 충분조건은 아니지만 중요한 필요조건,0,0.6665867567062378,0.7301632165908813,6,60,2,0,False,False,True
['성장 모멘텀 유지'],전문가들 전망치에 부합한 결과다.,글로벌 시장 수요에 의존하지 않아 내수가 독일 성장에 가장 큰 요인,1,0.413300096988678,0.3845286667346954,3,21,2,0,False,False,True
"['흔들리는 인도증시, 다시 중심 잡을 것']","문남중 연구원은 ""지난해 말 진행된 5개 주의회 선거에서 모디총리가 이끄는 인도국민당이 텃밭인 3개 주에서 모두 참패해 향후 총선이 치러지는 4~5월이 다가올수록 투자자 입장에서 모디총리의 재선을 확인하고자 하는 심리가 커질 전망""이라고 말했다.",지난해 말 진행된 5개 주의회 선거에서 모디총리가 이끄는 인도국민당이 텃밭인 3개 주에서 모두 참패해 향후 총선이 치러지는 4 5월이 다가올수록 투자자 입장에서 모디총리의 재선을 확인하고자 하는 심리가 커질 전망,0,0.5668792724609375,0.4291483759880066,6,76,3,1,False,False,True
['소비심리 전방위 호조..환율하락 내수엔 긍정'],"(서울=연합인포맥스) 황병극 기자= 소비심리가 전방위적으로 호조세를 나타내고 있고, 환율하락도 내수회복에 긍정적으로 작용할 것으로 전망됐다.","환율하락이 국내의 물가안정을

가져올 것이기 때문에 내수회복에도 도움이 될 것",0,0.6580383777618408,0.2527328133583069,5,36,1,0,False,False,True
['1분기 GDP 10% 넘을 수도'],(부다페스트=연합뉴스) 황정우 특파원 = 알리 바바잔 터키 부총리 겸 재무장관은 지난 1분기 경제성장률이 10%를 넘을 수 있음을 시사했다.,1분기 경제성장률 수치가 작년 동기 대비 기준으로 퍼센트 이상으로 나오더라도 놀랄 일이 아니다,0,0.6469751596450806,0.7818332314491272,5,43,2,0,False,False,True
['1110원대 진입 시도 이어질듯'],한경닷컴 이민하 기자,하방경직성으로 작용하겠지만 방향성 면에서는 원달러 환율 하락으로 치우칠 가능성이 높다,1,0.3524571359157562,0.5837526321411133,4,17,5,1,False,False,True
['2016년 설 상여금 지급'],// flash 오류를 우회하기 위한 함수 추가 function _flash_removeCallback() {} [동아일보] 평균 102만9000원… 4.6일 연휴 평균 102만9000원… 4.6일 연휴 한국경영자총협회는 전국 5인 이상 311개 기업을 대상으로 조사한 결과 73.8%가 “올해 설 상여금을 지급할 계획이 있다”고 응답했다고 24일 밝혔다.,올해 설 상여금을 지급할 계획이 있다,0,0.5856640338897705,0.3381969332695007,4,41,4,1,False,False,True
['내수부진 영향'],"ggm11@ [© 뉴스1코리아( news1.kr ), 무단 전재 및 재배포 금지] [© 뉴스1코리아( news1.kr news1.kr), 무단 전재 및 재배포 금지]",하지만 지수는 서비스업의 내수부진으로 소폭 하락했다,0,0.3311253190040588,0.5560199022293091,2,32,4,1,False,False,True
"[""연준 '인내심' 문구 삭제시 수출 대형주에 관심둬야""]","곽현수 신한금융투자 연구원은 ""FOMC에서 눈여겨볼 문구는 딱 하나""라며 ""지난해 12월 FOMC에서 추가된 '인내심'의 삭제 여부가 가장 중요하다""고 말했다.",지난해 12월 에서 추가된 인내심 의 삭제 여부가 가장 중요하다,1,0.4631766080856323,0.290941059589386,7,60,3,1,False,False,True
['유로존 위기 남의 말'],[증권방송오픈] 제대로된 기법전수!,성장이 정체돼 있던 시기는 끝났고 경제성장이 가속화될 일만 남았다,1,0.3306120336055755,0.8867154717445374,4,28,5,1,False,False,True
['美 기준금리 인하 가능성 있어'],/블룸버그 [서울경제] 재닛 옐런 전 미국 연방준비제도(Fed·연준) 의장이 세계 경제 성장 둔화를 전제로 연준이 기준금리 인하를 단행할 가능성이 있다고 언급했다.,글로벌 성장세가 실제로 둔화하고 그 파급이 미국으로까지 이어진다면 연준의 다음 조치는 확실하게 금리 인하가 될 것,0,0.8164651393890381,0.6563918590545654,5,54,4,1,False,False,True
['일자리 늘어나는 거야 아니야'],일부는 일자리 증가는 착시현상이며 올 하반기 고용회복세가 둔화될 가능성을 제기한 반면 실업자 증가는 고용회복의 이전의 일시적 현상으로 고용회복세의 전조라는 상반된 분석에 구직자들은 마냥 헷갈린다.,민간 부문의 일자리 회복이 탄력적이지 못해 하반기 공공 부문 일자리 창출력이 약해지면 고용 회복세가 둔화할 가능성이 있다,1,0.5971769094467163,0.6329872608184814,4,75,6,1,True,False,False
